Number,Content,Trinary,Source
26976,@millennialprof Can I have your old one?,0,Twitter
26977,@yourbabyV  I don't like Demi...I like La La Land and Don't forget. Do you like Ashley Tisdale??,1,Twitter
26978,ohay clean teeth,0,Twitter
26979,"@weatherpenny I DO know him- I loved the wolves in the wall!!!  Totally awesome tip, I'll work in a tiny format but got inspiration now",1,Twitter
26980,Mode: Home Office,0,Twitter
26981,"@musicjunkie11 It's Alright,It's Ok-Ashley Tisdale",0,Twitter
26982,I need a break! I NEED KITKAT! haha!,1,Twitter
26983,@Wally_v10 grax,0,Twitter
26984,One lane stop and go trafffffffic suckssss! Almost to wwork thanks to gay miinnnesota roads,-1,Twitter
26985,First steps on Twitter. Just checking,0,Twitter
26986,@kristianc count me in,0,Twitter
26987,Blocked the acct for one of my most hated sports teams. That felt really good.,-1,Twitter
26988,The rain is good for one thing,1,Twitter
26989,"@MRHYPERPCS Thanks, but the Elance course is not mine! It's @trishlambert.",1,Twitter
26990,"@faeyakof hahaha im broke, i need money  sighh.",-1,Twitter
26991,it's monday. yayy.. need to get my demi lovato tickets before they sell out!,1,Twitter
26992,monday morning . lets whip out some code today,-1,Twitter
26993,"Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning",1,Twitter
26994,http://twitpic.com/4jj4j - Birthday Breakfast! Yummm- chai &amp,1,Twitter
26995,Good morning everyone,1,Twitter
26996,"@StaceysJustFab blackberry messenger rocks! Its basically IM-ing with other BB users that u add, so like ur friends. Saves on texts",1,Twitter
26997,"@catarino hah yeah I hear that, good luck today",1,Twitter
26998,"@Stevebrown87 Noo, good guys are better  x",1,Twitter
26999,@shortiee31,0,Twitter
27000,"Finally picked up some handwraps, but struggling to wrap my stronger hand with the other! Defo should have got some a lot sooner though",-1,Twitter
27001,@richardbsmith glad you liked the quote (Integrity...) - it was in one of my more productive moments,1,Twitter
27002,this time next week I will hopefully be holding my Lili in my arms!,1,Twitter
27003,weee! internet is back here at home!,-1,Twitter
27004,"@gfalcone601 salt and vinegar, cheese and onion make your breathe smell lol  xx",1,Twitter
27005,"@Da7e Man, that sucks and I feel your pain... if you were local, I'd buy you a cup of coffee.",-1,Twitter
27006,It smells like the beach from my job..,1,Twitter
27007,@MatReesUk Has to be a Mac! Believe me - you won't regret it,1,Twitter
27008,@ponet thats funny.. actually.. i could use a haircut...might be growing it out thru August for Woodstock Anniversary Party....40 yrs,1,Twitter
27009,going to second morning of the day... just sleeping for 3-4 hours,0,Twitter
27010,"@SlovakBrewer Yeah, I wanted to have some  I was bottling, so it's sanitized and all good. It tastes like those choc. oranges.",1,Twitter
27011,I loveeeeee to live a - F A S T - pace lifestyle!,1,Twitter
27012,@markhoppus ahaha its stuck in my head,0,Twitter
27013,"@elegyofhope haha you didnt see my macbook or my 24'' imac in that pic, so feel extra jealous lolll",-1,Twitter
27014,"@Madinafire dude, I can safely say I was blown away when I heard Attics. I'll make sure I pass it on as much as I can!",1,Twitter
27015,@clyp1976 thanks!! I definitely will! The next season will be rainy and it comes in two month's time!!,1,Twitter
27016,Great cover  ? http://blip.fm/~5jq9o,1,Twitter
27017,I must have viewed that picture of me and @alicecsws from saturday morning about a milling times  x,1,Twitter
27018,En el colectivo jodiendo con las chicas  i promisse upload photos then.,1,Twitter
27019,"@J00wish will do  it's only ï¿½34.99 on play.com, so might just buy it, it certainly looks and sounds good enough! i'm excited for it lol",1,Twitter
27020,salt and vinegar,0,Twitter
27021,@LarryTill I had recommended Harney &amp,0,Twitter
27022,@TheBetterSexDoc   Wow what a beautiful picture... and by the way....I am straight....just wanted to let you know!!!     Bella,1,Twitter
27023,@NEENZ I was just at Sky Harbor on Friday.    How are you?,1,Twitter
27024,@gfalcone601 cheese and onion crisps are the best  alice or rosalie cullen ?,1,Twitter
27025,@ppittman feeling better - did nothing yesterday but lay around.   hate i missed the youth leader polar bear swim   gotta love youth!,-1,Twitter
27026,Bumper Sticker: &quot,0,Twitter
27027,internship day #1 - to thee hospital i go.,0,Twitter
27028,@bubblegumneko What are you doing up so early?,0,Twitter
27029,@PepeTheProducer Not any more.,0,Twitter
27030,Feeling pretty good this morning! Lets hope it lasts through the day,1,Twitter
27031,Going to French. Anyone want to pick me up?,0,Twitter
27032,Thank you Justin for my two dozen roses,1,Twitter
27033,death cab for cutie and slouchy barets  its a good way to start the day.,-1,Twitter
27034,"listening to dave barnes, getting really excited for junior senior",1,Twitter
27035,@sadknob living quite so close to RAF boulmer that might not be a good thing,1,Twitter
27036,"@ClareAshford  I blocked him too, lets hope it just goes away forever",1,Twitter
27037,"@isparkleen wow, that's good",1,Twitter
27038,@CHRISDJMOYLES Get you lol what time we eating id hate to be late,-1,Twitter
27039,It's soupy-soup time. Today: Heinz Cream of Chicken and Mushroom - yum! bbl,1,Twitter
27040,@Xx_Mcfly_xX ooh yay! let me just go accept her,1,Twitter
27041,"@taylorswift13 lol, good luck with that",1,Twitter
27042,End of the academic year brings in a lot of mood swings ... Just recovered from some serious hypertension,0,Twitter
27043,@gfalcone601 Salt &amp,0,Twitter
27044,@m_jonas101 WOW they're totally amazing and they're more than awesome,1,Twitter
27045,@shay1988 lol same here....wish there was a way to microsize everything...lol,1,Twitter
27046,@darthvader  May the 4th be with you too,0,Twitter
27047,"Really tired, and need to be up in the morning... Off to bed. Good Night All!!!",-1,Twitter
27048,@RyanMills1 safe &amp,1,Twitter
27049,"watching FRIENDS reduces stress inside me. Thanks to Bright, Kauffman, and Crane who are created these series  love love love",1,Twitter
27050,Gooood morning!,1,Twitter
27051,@taylorswift13 jet lag must be soo annoyingg! im in uk timee  welcome to ukkkkk  are u coming to scotland at all  ? xxxx,-1,Twitter
27052,I did it! I finished my first chapter summary on Care of Souls! Pray that I can have the Lords understanding! This isn't easy to do!,1,Twitter
27053,@klm I knew that. I attended an innovation seminar at Picnic 2007.,0,Twitter
27054,i hate waking up early! but i need to make up my 27 hrs at my pharmacy class. &gt,-1,Twitter
27055,@gfalcone601 salt and vinegar,0,Twitter
27056,"It's Monday, and I am still cleaning up the mess from Thursday night's storm.  Like I wasn't busy enough this week!",1,Twitter
27057,@Nicholina6....got your message!!! You are such a twitter freak!,-1,Twitter
27058,"@MrEricPiRaTe You're being sooo ambiguous, no clue re:what's up? Must send me details! Oh, &amp",-1,Twitter
27059,"New project, new mess",0,Twitter
27060,Got Six Feet Under series 1 on DVD,0,Twitter
27061,A new week = new legend to make.,0,Twitter
27062,Sometimes all it takes to solve our problems is a fresh morning!! Hope today is beautiful for you,-1,Twitter
27063,@Rene_Kay2 welcome to Twitter babes! I know what you mean...still trying to figure this out,1,Twitter
27064,"@Joy_B I don't know but they aren't worth it, only 6 people actually showed up lol",1,Twitter
27065,"Part of my Neuroanatomy take-home test.  After this, Iï¿½m... http://tinyurl.com/de8y47",0,Twitter
27066,Even numbers again,0,Twitter
27067,It's Maiko's (keyboards) birthday today! He's been a good boy. Maybe he'll get presents.,1,Twitter
27068,@sharonkneadles Best of luck to you,1,Twitter
27069,Eating pancakes  What is better than a day off with Stevie-J?,0,Twitter
27070,Less rain more sunshine,1,Twitter
27071,@moweezle did you find the Colossus yet?,0,Twitter
27072,@JAJMiami  Happy Monday!!  Hope you have a great week!,1,Twitter
27073,"@jill777 Morning! I saw that! Ridic!  Not only insane but stupid, esp in this weather! So glad we don't have to do that!",-1,Twitter
27074,@jeremycowart http://onoir.com try to go if you can. I tell everyone who goes to Montreal to check it out. Even people who live there,0,Twitter
27075,Good Morning,1,Twitter
27076,"@alievans719 I have a question for you, Ali.",0,Twitter
27077,"@The_GreenWizard ah ha! Cool, will look into that more closely when i get on a proper sized screen! Thanks",1,Twitter
27078,Feel sorry for Adam Cook. Be strong for David and family,-1,Twitter
27079,@StephanieFiler Thanks! That will be you in October,1,Twitter
27080,Did you know if you want to stay cool all day use a shower gel or bath wash with peppermint in it,1,Twitter
27081,@TarraAnn85  I hope you have a nice sleep,1,Twitter
27082,at work. these five year olds are gonna keep me young.,0,Twitter
27083,@ben_stiller Morning!!!  Won't mind to meet you in real life  Hope you'll like me too,1,Twitter
27084,"and egg whites, with 7 grain toast. YUP!",1,Twitter
27085,"@hughsbeautiful Oherr it's soon then, do you have plans? I had a party on saturday  x",1,Twitter
27086,How is everyone on this fine Monday?   what is everyone's opinion of the new Wolverine movie?,1,Twitter
27087,"@JacobLovie cant say i havee, im at james' but i did some rs yesterdayy!. im learning my quotess",1,Twitter
27088,"@Bulehithien Aaaah, the same old same, I see ^^ We share a mutual fate, my friend :*",1,Twitter
27089,"i am confident, but i still have my moments baby that's just me  - La La Land - Demi Lovato",1,Twitter
27090,is excited to see Samantha&amp,1,Twitter
27091,"@lopps_1999  ohh, that is so cute, fishing is so peaceful!  your daughter looks so focus in what she is doing",1,Twitter
27092,@joshsharp *phew*  Will make a note in case anyone else runs into the same issueï¿½,0,Twitter
27093,I know. Im just kidding,0,Twitter
27094,"@mandydean thanks, Mandy!  What a good sister you are. @krikkert That may be true, but unfortunately my road tires can't say the same.",1,Twitter
27095,"@sentimentalizzy Yeah, hope so. I'm excited",1,Twitter
27096,I always get really excited when 'Steal My Kisses' by Ben Harper comes on the ipod...great song...love the beat-boxing in the beginning,1,Twitter
27097,In gym doin it up in paddle ball!!!!   xo.,1,Twitter
27098,@ComedyQueen LOL it's overcast but otherwise ok. I'm tired but otherwise ok,-1,Twitter
27099,@guylainem123 Would be nice if he did,1,Twitter
27100,@coollike http://twitpic.com/4jg09 - haha she looks a little like u charlie lol,1,Twitter
27101,is taking Ethan and Ryder to playgroup this morning,0,Twitter
27102,@taylorswift13 i love you so much tay (: youre so amazing &lt,1,Twitter
27103,"It is certainly spring in Vail, Co.  It is raining and snowing!  Doesn't mother nature know the mountain is closed for the ski season!",1,Twitter
27104,"so its been forever since I've tweet, just wanted to say thaty I love bill! and I hope ya'll have an amazing week",1,Twitter
27105,Writing up this lesson plan makes me remember how much I truly do love To Kill a Mockinbird.  Maybe it'll be a summer read.,1,Twitter
27106,@mitchelmusso ...and you're on my mind.. like all the time..,1,Twitter
27107,@toddkashdan thanks Todd. Enjoyed reading your blog too - I had a little cheer for good old Alfred Wallace. Curious to read your book,1,Twitter
27108,You Are What U Eat' isn't EXACTLY true.. 'You Are What U Digest' TodayISaProsperous &amp,1,Twitter
27109,"@loic No Loic, you need to build in a scheduler that lets us post while we sleep",0,Twitter
27110,just joined Twitter...     Hiya world!,1,Twitter
27111,@kazab I like them. I mean I like what's left of them.,1,Twitter
27112,"@Julie3160,hey wassup",1,Twitter
27113,"@Alleywater She's good. Trying to suss out chap 7 when I'm not working. Trying to suss out a lot of things, but meh, you know whatever!",1,Twitter
27114,@lulazoid So vacation is good so far?,1,Twitter
27115,"@donnapaul I like that term &quot	1",,Twitter
"1695694181,happiness"""",""""CarynMonta"""",""""is exhausted from a great weekend, and is looking forward to this week""""""",neutral,,Twitter
27116,@AlvaFarrow Thanks for the follow back,1,Twitter
27117,On my way to school!,1,Twitter
27118,@nancypub happy anniversary then,1,Twitter
27119,Need To Go Shopping  Boring Day T'day....Nothing To Dooo. College Tmro...How Fuckin' Excitin'  Wish Twitter Was Simplified For Me =] &lt,1,Twitter
27120,Here's a definition of network neutrality for those who may be interested  http://tinyurl.com/ls4qn,1,Twitter
27121,has been kinda nice break but it wont matter soon I'll be in grad school,1,Twitter
27122,knows its all going to sort itself out,0,Twitter
27123,Is sick. Staying home because that's what Levy said to do.,-1,Twitter
27124,@DanceDahniDance yea I was about to call you shallow but you saved yourself by saying he makes good music,-1,Twitter
27125,@jmbuckingham Time for me to seek out some coffee for my own caffein love affair too!! Mmmmm... Sweet been of hyper-goodness!!,1,Twitter
27126,@dougiemcfly i bet so,0,Twitter
27127,"Wolverine was much fun, but Gambit was a bit disappointing.  Neither smooth nor Cajun enough for my taste. Pretty though",1,Twitter
27128,Omg!!! Is this the sun glimpsing through the clouds?! Woohoo!,1,Twitter
27129,Download movie  &quot,0,Twitter
27130,hey Dasit thanks for the message,1,Twitter
27131,@yogadarla @Gypsy_Yogini @Rock_My_Soles @Lotuspad i am sooo jealous  in a good way of course.  LC is awesome.,-1,Twitter
27132,@PeterDowley  i've seen inkheart- i liked it too,1,Twitter
27133,@thegirlRiot there's nothing wrong with having a quiet day... it gives you more time to listen,-1,Twitter
27134,"@tommcfly You wouldnt change your fans for the world, tbh i dont think anyone would change mcfly for the world  You's are too amazing  x",1,Twitter
